filename,width,height,class,xmin,ymin,xmax,ymax
IMG_0765_jpg.rf.3ca342c6e87a3c877de49c9ce7201f33.jpg,640,640,TSB-Bus,166,242,500,451
IMG_0765_jpg.rf.3ca342c6e87a3c877de49c9ce7201f33.jpg,640,640,Bus Line Number,316,269,383,297
IMG_0765_jpg.rf.3ca342c6e87a3c877de49c9ce7201f33.jpg,640,640,Destination Sign,204,269,313,296
IMG_0765_jpg.rf.3ca342c6e87a3c877de49c9ce7201f33.jpg,640,640,Bus Side Number,362,392,423,402
IMG_1326_JPG.rf.3c61fc1d7d80dd0a4079646ebaae502a.jpg,640,640,BMTA-bus,194,202,553,481
IMG_1326_JPG.rf.3c61fc1d7d80dd0a4079646ebaae502a.jpg,640,640,Bus Line Number,308,218,389,254
IMG_1326_JPG.rf.3c61fc1d7d80dd0a4079646ebaae502a.jpg,640,640,Destination Sign,389,322,483,366
IMG_1326_JPG.rf.3c61fc1d7d80dd0a4079646ebaae502a.jpg,640,640,Bus Side Number,415,386,484,410
IMG_9655_Original_jpg.rf.3caaf17a94ea98faa79a62100a11de87.jpg,640,640,BMTA-bus,187,244,470,443
IMG_9655_Original_jpg.rf.3caaf17a94ea98faa79a62100a11de87.jpg,640,640,Bus Line Number,312,260,361,291
IMG_9655_Original_jpg.rf.3caaf17a94ea98faa79a62100a11de87.jpg,640,640,Destination Sign,324,348,384,366
IMG_9655_Original_jpg.rf.3caaf17a94ea98faa79a62100a11de87.jpg,640,640,Bus Side Number,297,411,338,421
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,BMTA-bus,210,260,461,444
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,BMTA-bus,183,239,347,374
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,TSB-Bus,360,202,395,263
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,BMTA-bus,333,203,362,241
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,TSB-Bus,438,208,490,251
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Line Number,235,321,258,338
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Line Number,281,324,301,343
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Destination Sign,240,375,265,398
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Side Number,247,426,262,437
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Line Number,211,286,226,297
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Line Number,383,225,388,231
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Destination Sign,369,224,379,231
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Side Number,384,249,389,251
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Bus Line Number,478,220,484,225
IMG_3897_JPG.rf.3cbc552183fad95e7ca03be6a11bb81d.jpg,640,640,Destination Sign,469,219,478,225
IMG_4379_JPG.rf.3d3b7244f12efbc5807255f482ea6d58.jpg,640,640,TSB-Bus,179,139,483,488
IMG_4379_JPG.rf.3d3b7244f12efbc5807255f482ea6d58.jpg,640,640,Bus Line Number,330,205,362,242
IMG_4379_JPG.rf.3d3b7244f12efbc5807255f482ea6d58.jpg,640,640,Destination Sign,238,205,292,240
IMG_4379_JPG.rf.3d3b7244f12efbc5807255f482ea6d58.jpg,640,640,Bus Side Number,357,379,392,395
IMG_3950_JPG.rf.3ccdd2bd5fe98879009fc8a72d95bd4f.jpg,640,640,BMTA-bus,75,126,586,539
IMG_3950_JPG.rf.3ccdd2bd5fe98879009fc8a72d95bd4f.jpg,640,640,Bus Line Number,282,153,397,200
IMG_3950_JPG.rf.3ccdd2bd5fe98879009fc8a72d95bd4f.jpg,640,640,Destination Sign,448,328,564,375
IMG_3950_JPG.rf.3ccdd2bd5fe98879009fc8a72d95bd4f.jpg,640,640,Bus Side Number,476,485,571,510
IMG_4464_JPG.rf.3d44d8d7fc69a60449ee0e5254bebbf5.jpg,640,640,BMTA-bus,218,144,572,448
IMG_4464_JPG.rf.3d44d8d7fc69a60449ee0e5254bebbf5.jpg,640,640,BMTA-bus,46,198,231,420
IMG_4464_JPG.rf.3d44d8d7fc69a60449ee0e5254bebbf5.jpg,640,640,Bus Line Number,451,178,513,204
IMG_4464_JPG.rf.3d44d8d7fc69a60449ee0e5254bebbf5.jpg,640,640,Destination Sign,505,287,557,307
IMG_4464_JPG.rf.3d44d8d7fc69a60449ee0e5254bebbf5.jpg,640,640,Bus Side Number,527,387,555,402
IMG_3961_JPG.rf.3d398c493ec9cad5f46f1d2c71c056b9.jpg,640,640,BMTA-bus,87,0,560,505
IMG_3961_JPG.rf.3d398c493ec9cad5f46f1d2c71c056b9.jpg,640,640,Bus Line Number,258,222,432,263
IMG_3961_JPG.rf.3d398c493ec9cad5f46f1d2c71c056b9.jpg,640,640,Destination Sign,407,343,506,379
IMG_3961_JPG.rf.3d398c493ec9cad5f46f1d2c71c056b9.jpg,640,640,Bus Side Number,440,462,527,491
IMG_4124_JPG.rf.3cedccb0381ba820e63adf7871b5a06f.jpg,640,640,BMTA-bus,0,0,640,640
IMG_4124_JPG.rf.3cedccb0381ba820e63adf7871b5a06f.jpg,640,640,Destination Sign,108,185,401,416
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,BMTA-bus,58,119,590,517
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,BMTA-bus,592,72,640,208
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,BMTA-bus,351,61,415,130
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,Bus Line Number,131,210,177,242
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,Destination Sign,165,340,217,399
IMG_3514_JPG.rf.3d75464d3694c3fe23a9962682e55009.jpg,640,640,Bus Side Number,184,419,220,443
IMG_3933_JPG.rf.3d53bf1289d3059bafdf1d91d0b0b044.jpg,640,640,BMTA-bus,141,198,524,518
IMG_3933_JPG.rf.3d53bf1289d3059bafdf1d91d0b0b044.jpg,640,640,Bus Line Number,304,219,384,253
IMG_3933_JPG.rf.3d53bf1289d3059bafdf1d91d0b0b044.jpg,640,640,Destination Sign,372,349,487,384
IMG_3933_JPG.rf.3d53bf1289d3059bafdf1d91d0b0b044.jpg,640,640,Bus Side Number,445,466,500,483
IMG_4121_JPG.rf.3daa8f6c99750612f5f29e3beb0d7e53.jpg,640,640,BMTA-bus,0,0,640,640
IMG_4121_JPG.rf.3daa8f6c99750612f5f29e3beb0d7e53.jpg,640,640,Destination Sign,169,204,431,444
IMG_4169_JPG.rf.3d74cb4b4b94269ea91b9969e0aec0dc.jpg,640,640,BMTA-bus,97,216,471,496
IMG_4169_JPG.rf.3d74cb4b4b94269ea91b9969e0aec0dc.jpg,640,640,Bus Line Number,276,228,345,256
IMG_4169_JPG.rf.3d74cb4b4b94269ea91b9969e0aec0dc.jpg,640,640,Bus Side Number,371,266,432,280
IMG_6326_jpg.rf.3d116ee10e6a1885b52d75441f9df654.jpg,640,640,BMTA-bus,118,245,466,355
IMG_6326_jpg.rf.3d116ee10e6a1885b52d75441f9df654.jpg,640,640,Bus Line Number,419,259,448,275
IMG_6326_jpg.rf.3d116ee10e6a1885b52d75441f9df654.jpg,640,640,Destination Sign,424,305,455,314
IMG_6326_jpg.rf.3d116ee10e6a1885b52d75441f9df654.jpg,640,640,Bus Side Number,415,337,439,342
Snapseed-1-_jpg.rf.3d55e65bfdf6d4463759aa15d47cd191.jpg,640,640,TSB-Bus,101,13,577,589
Snapseed-1-_jpg.rf.3d55e65bfdf6d4463759aa15d47cd191.jpg,640,640,Bus Line Number,322,110,386,180
Snapseed-1-_jpg.rf.3d55e65bfdf6d4463759aa15d47cd191.jpg,640,640,Destination Sign,175,111,326,183
Snapseed-1-_jpg.rf.3d55e65bfdf6d4463759aa15d47cd191.jpg,640,640,Bus Side Number,339,411,408,441
IMG_0050_JPG.rf.3df329190012c9df70666ea22a1db0f6.jpg,640,640,BMTA-bus,151,169,620,538
IMG_0050_JPG.rf.3df329190012c9df70666ea22a1db0f6.jpg,640,640,Bus Line Number,239,221,272,249
IMG_0050_JPG.rf.3df329190012c9df70666ea22a1db0f6.jpg,640,640,Bus Line Number,361,222,382,254
IMG_0050_JPG.rf.3df329190012c9df70666ea22a1db0f6.jpg,640,640,Destination Sign,295,334,335,366
IMG_0050_JPG.rf.3df329190012c9df70666ea22a1db0f6.jpg,640,640,Bus Side Number,292,463,337,490
IMG_1309_JPG.rf.3d8b63cdd73c158f3f785bc4a833f439.jpg,640,640,BMTA-bus,207,268,541,489
IMG_1309_JPG.rf.3d8b63cdd73c158f3f785bc4a833f439.jpg,640,640,Bus Line Number,291,275,387,303
IMG_1309_JPG.rf.3d8b63cdd73c158f3f785bc4a833f439.jpg,640,640,Destination Sign,362,371,435,399
IMG_1309_JPG.rf.3d8b63cdd73c158f3f785bc4a833f439.jpg,640,640,Bus Side Number,397,465,446,483
IMG_4101_JPG.rf.3d6401b4d4f07cde7354f8cf19395b60.jpg,640,640,BMTA-bus,0,0,640,640
IMG_4101_JPG.rf.3d6401b4d4f07cde7354f8cf19395b60.jpg,640,640,Destination Sign,113,302,515,494
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,BMTA-bus,275,169,636,615
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Bus Line Number,371,201,479,233
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Destination Sign,453,354,532,411
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Bus Side Number,467,546,524,572
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,BMTA-bus,44,229,294,545
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Bus Line Number,111,252,169,280
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Destination Sign,144,360,227,402
IMG_4409_JPG.rf.3df6b1720ccf9d5147ee1f69fc80d6ed.jpg,640,640,Bus Side Number,159,494,216,522
IMG_4211_JPG.rf.3e04a9d532c05c9b9c8fb61cc9fd6208.jpg,640,640,BMTA-bus,203,221,517,470
IMG_4211_JPG.rf.3e04a9d532c05c9b9c8fb61cc9fd6208.jpg,640,640,Bus Line Number,254,233,294,252
IMG_4211_JPG.rf.3e04a9d532c05c9b9c8fb61cc9fd6208.jpg,640,640,Destination Sign,287,320,326,344
IMG_4211_JPG.rf.3e04a9d532c05c9b9c8fb61cc9fd6208.jpg,640,640,Bus Side Number,303,414,332,425
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,TSB-Bus,110,70,640,589
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,TSB-Bus,29,216,157,449
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,Bus Line Number,297,149,353,222
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,Bus Line Number,120,255,141,287
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,Destination Sign,165,161,260,223
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,Destination Sign,55,258,121,287
IMG_4344_JPG.rf.3e53fb87581ed89f94ac50a8cb3fdb8a.jpg,640,640,Bus Side Number,344,435,403,460
320589653_2114645765403202_8102611290614931039_n_jpg.rf.3db7077d228875acf99a55269ac86cc5.jpg,640,640,BMTA-bus,221,223,577,390
320589653_2114645765403202_8102611290614931039_n_jpg.rf.3db7077d228875acf99a55269ac86cc5.jpg,640,640,Bus Line Number,296,238,334,251
320589653_2114645765403202_8102611290614931039_n_jpg.rf.3db7077d228875acf99a55269ac86cc5.jpg,640,640,Destination Sign,317,303,370,326
320589653_2114645765403202_8102611290614931039_n_jpg.rf.3db7077d228875acf99a55269ac86cc5.jpg,640,640,Bus Side Number,338,338,375,348
IMG_4130_JPG.rf.3e47879aebd084a5055b6209edf3dc87.jpg,640,640,BMTA-bus,3,173,640,640
IMG_4130_JPG.rf.3e47879aebd084a5055b6209edf3dc87.jpg,640,640,Bus Line Number,235,226,589,323
IMG_1301_JPG.rf.3e25f26931851221790a45d6c9fa6cae.jpg,640,640,BMTA-bus,289,306,496,462
IMG_1301_JPG.rf.3e25f26931851221790a45d6c9fa6cae.jpg,640,640,Bus Line Number,354,312,402,327
IMG_1301_JPG.rf.3e25f26931851221790a45d6c9fa6cae.jpg,640,640,Destination Sign,403,371,452,394
IMG_1301_JPG.rf.3e25f26931851221790a45d6c9fa6cae.jpg,640,640,Bus Side Number,430,405,471,415
IMG_4031_JPG.rf.3e585118a0e67fdd4a1220ead27a7bde.jpg,640,640,BMTA-bus,0,110,634,640
IMG_4031_JPG.rf.3e585118a0e67fdd4a1220ead27a7bde.jpg,640,640,Bus Line Number,169,255,483,383
IMG_3884_JPG.rf.5cea99a24b1868f4ad6619b48cd46141.jpg,640,640,BMTA-bus,204,189,513,511
IMG_3884_JPG.rf.5cea99a24b1868f4ad6619b48cd46141.jpg,640,640,Bus Line Number,279,209,356,242
IMG_3884_JPG.rf.5cea99a24b1868f4ad6619b48cd46141.jpg,640,640,Destination Sign,315,339,369,380
IMG_3884_JPG.rf.5cea99a24b1868f4ad6619b48cd46141.jpg,640,640,Bus Side Number,326,470,368,498
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,BMTA-bus,440,263,593,505
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Bus Line Number,498,297,554,318
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Destination Sign,515,377,558,399
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Bus Side Number,533,460,569,473
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,BMTA-bus,145,179,374,531
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Bus Line Number,281,239,316,280
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Destination Sign,184,238,261,281
IMG_4693_JPG.rf.5d55b1fa874e29e4fbd0c2e69b32782d.jpg,640,640,Bus Side Number,303,424,344,443
IMG_4302_JPG.rf.5e9d5708f2f1cf881552da907f7c9f4b.jpg,640,640,BMTA-bus,0,0,575,640
IMG_4302_JPG.rf.5e9d5708f2f1cf881552da907f7c9f4b.jpg,640,640,Destination Sign,173,214,512,440
IMG_3525_JPG.rf.5efbe906ee7de026055555f113633b56.jpg,640,640,BMTA-bus,81,77,554,578
IMG_3525_JPG.rf.5efbe906ee7de026055555f113633b56.jpg,640,640,Bus Line Number,194,97,239,135
IMG_3525_JPG.rf.5efbe906ee7de026055555f113633b56.jpg,640,640,Destination Sign,258,264,335,305
IMG_3525_JPG.rf.5efbe906ee7de026055555f113633b56.jpg,640,640,Bus Side Number,263,515,338,553
IMG_0833_JPG.rf.5e8b0a62f88aee491cdfadc967c0a149.jpg,640,640,BMTA-bus,169,221,525,450
IMG_0833_JPG.rf.5e8b0a62f88aee491cdfadc967c0a149.jpg,640,640,Bus Line Number,240,234,335,251
IMG_0833_JPG.rf.5e8b0a62f88aee491cdfadc967c0a149.jpg,640,640,Destination Sign,317,310,389,339
IMG_0833_JPG.rf.5e8b0a62f88aee491cdfadc967c0a149.jpg,640,640,Bus Side Number,321,409,380,426
IMG_3768_JPG.rf.5d69ea0d772fd0caa7b459aaf1f48be0.jpg,640,640,BMTA-bus,127,163,490,518
IMG_3768_JPG.rf.5d69ea0d772fd0caa7b459aaf1f48be0.jpg,640,640,Bus Line Number,335,337,415,360
IMG_3768_JPG.rf.5d69ea0d772fd0caa7b459aaf1f48be0.jpg,640,640,Destination Sign,410,406,468,426
IMG_3768_JPG.rf.5d69ea0d772fd0caa7b459aaf1f48be0.jpg,640,640,Bus Side Number,427,498,478,507
IMG_3098_jpg.rf.5f4cdd0bd384dc8d0fb91fc259705ed5.jpg,640,640,TSB-Bus,172,172,361,534
IMG_3098_jpg.rf.5f4cdd0bd384dc8d0fb91fc259705ed5.jpg,640,640,Bus Line Number,278,233,303,281
IMG_3098_jpg.rf.5f4cdd0bd384dc8d0fb91fc259705ed5.jpg,640,640,Destination Sign,200,225,275,278
IMG_3098_jpg.rf.5f4cdd0bd384dc8d0fb91fc259705ed5.jpg,640,640,Bus Side Number,290,429,315,445
IMG_4399_JPG.rf.5db13120187afffd0519cd8b8de6b0f2.jpg,640,640,BMTA-bus,4,74,640,640
IMG_4399_JPG.rf.5db13120187afffd0519cd8b8de6b0f2.jpg,640,640,Bus Line Number,190,201,522,358
IMG_4403_JPG.rf.5e82816bcd20a73e7cde63af1f4711b7.jpg,640,640,BMTA-bus,48,115,640,583
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,TSB-Bus,101,149,440,478
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Bus Line Number,201,202,226,245
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Destination Sign,130,211,198,251
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Bus Side Number,215,383,254,404
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,BMTA-bus,438,290,497,364
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Bus Line Number,452,298,470,303
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Destination Sign,467,319,480,325
IMG_4756_JPG.rf.5e70e501f1cfaf95debc9396472fb406.jpg,640,640,Bus Side Number,468,343,479,348
IMG_3484_JPG.rf.5f55e5b9a549dde82f2fb5efca33cc90.jpg,640,640,BMTA-bus,146,172,560,482
IMG_3484_JPG.rf.5f55e5b9a549dde82f2fb5efca33cc90.jpg,640,640,Bus Line Number,308,195,411,220
IMG_3484_JPG.rf.5f55e5b9a549dde82f2fb5efca33cc90.jpg,640,640,Destination Sign,407,308,489,344
IMG_3484_JPG.rf.5f55e5b9a549dde82f2fb5efca33cc90.jpg,640,640,Bus Side Number,403,438,488,457
IMG_0218_jpg.rf.5da237ddc628c25e0291a8cf239f96dc.jpg,640,640,BMTA-bus,235,274,535,451
IMG_0218_jpg.rf.5da237ddc628c25e0291a8cf239f96dc.jpg,640,640,Bus Line Number,339,293,377,309
IMG_0218_jpg.rf.5da237ddc628c25e0291a8cf239f96dc.jpg,640,640,Destination Sign,414,346,465,368
IMG_0218_jpg.rf.5da237ddc628c25e0291a8cf239f96dc.jpg,640,640,Bus Side Number,412,414,472,430
IMG_4108_JPG.rf.5dcb36a1ea10991f36e3e708aa1c0a59.jpg,640,640,BMTA-bus,0,153,632,640
IMG_4108_JPG.rf.5dcb36a1ea10991f36e3e708aa1c0a59.jpg,640,640,Bus Line Number,196,250,540,389
IMG_0540_JPG.rf.5e6d5d44bc71e5cb4249191d2d96f16e.jpg,640,640,TSB-Bus,0,169,504,505
IMG_0540_JPG.rf.5e6d5d44bc71e5cb4249191d2d96f16e.jpg,640,640,Bus Line Number,409,302,465,335
IMG_0540_JPG.rf.5e6d5d44bc71e5cb4249191d2d96f16e.jpg,640,640,Destination Sign,309,311,398,336
IMG_0540_JPG.rf.5e6d5d44bc71e5cb4249191d2d96f16e.jpg,640,640,Bus Side Number,454,428,489,445
IMG_4295_JPG.rf.5cef7d50cb4e1aaf6ec33150cefbee10.jpg,640,640,BMTA-bus,45,0,640,637
IMG_4295_JPG.rf.5cef7d50cb4e1aaf6ec33150cefbee10.jpg,640,640,Destination Sign,176,97,453,476
IMG_4278_JPG.rf.5e8c41b31800c14c654bb984e5a8a19e.jpg,640,640,BMTA-bus,106,179,432,491
IMG_4278_JPG.rf.5e8c41b31800c14c654bb984e5a8a19e.jpg,640,640,Bus Line Number,190,228,224,252
IMG_4278_JPG.rf.5e8c41b31800c14c654bb984e5a8a19e.jpg,640,640,Destination Sign,211,332,260,365
IMG_4278_JPG.rf.5e8c41b31800c14c654bb984e5a8a19e.jpg,640,640,Bus Side Number,242,380,273,396
IMG_1971_jpeg.rf.5d1745781eadd378b7f13f0e36114c88.jpg,640,640,BMTA-bus,196,143,539,446
IMG_1971_jpeg.rf.5d1745781eadd378b7f13f0e36114c88.jpg,640,640,Bus Line Number,434,159,473,184
IMG_1971_jpeg.rf.5d1745781eadd378b7f13f0e36114c88.jpg,640,640,Destination Sign,484,270,519,293
IMG_1971_jpeg.rf.5d1745781eadd378b7f13f0e36114c88.jpg,640,640,Bus Side Number,478,374,513,392
IMG_0589_JPG.rf.5d5958e2b449a1d4c52536241a22f80c.jpg,640,640,BMTA-bus,60,158,562,489
IMG_0589_JPG.rf.5d5958e2b449a1d4c52536241a22f80c.jpg,640,640,Bus Line Number,453,184,501,222
IMG_0589_JPG.rf.5d5958e2b449a1d4c52536241a22f80c.jpg,640,640,Destination Sign,483,305,534,353
IMG_0589_JPG.rf.5d5958e2b449a1d4c52536241a22f80c.jpg,640,640,Bus Side Number,519,375,551,395
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,BMTA-bus,140,61,540,514
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,BMTA-bus,524,194,613,323
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Bus Line Number,249,119,316,159
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Destination Sign,336,293,407,322
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Bus Side Number,357,386,414,411
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Bus Line Number,555,211,576,223
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Destination Sign,576,254,592,269
IMG_4450_JPG.rf.5dba13a6e7d08f2cf940958cd671a71b.jpg,640,640,Bus Side Number,577,295,593,302
IMG_0668_JPG.rf.5db1086b92cddac5bb13ecd71bcb6678.jpg,640,640,TSB-Bus,27,163,513,520
IMG_0668_JPG.rf.5db1086b92cddac5bb13ecd71bcb6678.jpg,640,640,Bus Line Number,455,239,488,283
IMG_0668_JPG.rf.5db1086b92cddac5bb13ecd71bcb6678.jpg,640,640,Destination Sign,385,230,456,283
IMG_0668_JPG.rf.5db1086b92cddac5bb13ecd71bcb6678.jpg,640,640,Bus Side Number,476,418,498,436
IMG_0668_JPG.rf.5db1086b92cddac5bb13ecd71bcb6678.jpg,640,640,Bus Side Number,50,245,64,261
IMG_3837_JPG.rf.5dbc129d570fff90aa50018dc290671a.jpg,640,640,BMTA-bus,58,204,592,596
IMG_3837_JPG.rf.5dbc129d570fff90aa50018dc290671a.jpg,640,640,Bus Line Number,183,239,306,279
IMG_3837_JPG.rf.5dbc129d570fff90aa50018dc290671a.jpg,640,640,Destination Sign,225,382,394,448
IMG_3837_JPG.rf.5dbc129d570fff90aa50018dc290671a.jpg,640,640,Bus Side Number,282,532,372,567
IMG_4310_JPG.rf.5d933233db6ae2a84a4614a56b1cec25.jpg,640,640,BMTA-bus,0,0,531,639
IMG_4310_JPG.rf.5d933233db6ae2a84a4614a56b1cec25.jpg,640,640,Bus Side Number,247,148,415,428
IMG_4414_JPG.rf.5ee953fe84b79bd5088225961bed5764.jpg,640,640,BMTA-bus,0,138,634,640
IMG_4414_JPG.rf.5ee953fe84b79bd5088225961bed5764.jpg,640,640,Bus Line Number,241,244,512,344
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,TSB-Bus,305,108,633,526
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,TSB-Bus,97,153,319,479
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Bus Line Number,218,210,259,249
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Destination Sign,139,213,218,249
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Bus Side Number,235,380,280,398
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Bus Line Number,460,175,503,225
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Destination Sign,350,176,460,222
IMG_4762_JPG.rf.5e7ba66b01fe152f9f06b3aa78694436.jpg,640,640,Bus Side Number,487,397,541,415
IMG_4358_JPG.rf.5fa1bb70991066a709e0391512b04e04.jpg,640,640,BMTA-bus,100,105,526,589
IMG_4358_JPG.rf.5fa1bb70991066a709e0391512b04e04.jpg,640,640,Bus Line Number,216,158,296,198
IMG_4358_JPG.rf.5fa1bb70991066a709e0391512b04e04.jpg,640,640,Destination Sign,326,322,389,371
IMG_4358_JPG.rf.5fa1bb70991066a709e0391512b04e04.jpg,640,640,Bus Side Number,327,515,391,542
IMG_0610_JPG.rf.5fdaa73683fd05d8a13e9a3b0827eeab.jpg,640,640,TSB-Bus,178,173,572,470
IMG_0610_JPG.rf.5fdaa73683fd05d8a13e9a3b0827eeab.jpg,640,640,Bus Line Number,275,218,305,259
IMG_0610_JPG.rf.5fdaa73683fd05d8a13e9a3b0827eeab.jpg,640,640,Destination Sign,202,218,275,260
IMG_0610_JPG.rf.5fdaa73683fd05d8a13e9a3b0827eeab.jpg,640,640,Bus Side Number,295,381,330,393
IMG_0627_JPG.rf.5db0bb51bded85c6b0ca3fcc2d887cd5.jpg,640,640,BMTA-bus,161,254,465,452
IMG_0627_JPG.rf.5db0bb51bded85c6b0ca3fcc2d887cd5.jpg,640,640,Bus Line Number,403,263,427,281
IMG_0627_JPG.rf.5db0bb51bded85c6b0ca3fcc2d887cd5.jpg,640,640,Destination Sign,427,332,448,349
IMG_0627_JPG.rf.5db0bb51bded85c6b0ca3fcc2d887cd5.jpg,640,640,Bus Side Number,435,399,453,409
IMG_4137_JPG.rf.5fe99e88f190b641e29f3b42cb1d7c46.jpg,640,640,BMTA-bus,0,0,640,442
IMG_4137_JPG.rf.5fe99e88f190b641e29f3b42cb1d7c46.jpg,640,640,Bus Side Number,55,206,462,381
IMG_0424_JPG.rf.5fa9d1f745b3c66dce39b797156a5788.jpg,640,640,BMTA-bus,169,275,422,436
IMG_0424_JPG.rf.5fa9d1f745b3c66dce39b797156a5788.jpg,640,640,Bus Line Number,207,281,228,296
IMG_0424_JPG.rf.5fa9d1f745b3c66dce39b797156a5788.jpg,640,640,Destination Sign,216,338,242,367
IMG_0424_JPG.rf.5fa9d1f745b3c66dce39b797156a5788.jpg,640,640,BMTA-bus,422,327,465,400
IMG_0424_JPG.rf.5fa9d1f745b3c66dce39b797156a5788.jpg,640,640,TSB-Bus,527,342,615,397
